rank,name,id,bubble,reviewCount,priceRange,claimed,travelers,photos,thefork,justeat,cuisines,diets,meals,features,neigh,excellent,verygood,average,poor,terrible,revEnglish,revSpanish
329,Gaudim Restaurant,d5483449,4.5,1156,$$ - $$$,True,True,992,False,False,"Seafood, Mediterranean, Spanish, Healthy, Catalan, Japanese Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Drinks, Dinner, Late Night","Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Accepts American Express, Accepts Credit Cards, Table Service, Wine and Beer, Non-smoking restaurants",Eixample,406,101,30,17,13,567,104
330,Tosca del Carme,d12688309,4.5,665,$$ - $$$,True,True,527,False,False,"International, Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Raval,180,42,6,3,1,232,59
331,La Mundana,d9554526,4.5,680,$$ - $$$,True,True,1039,False,False,"Mediterranean, European, Spanish, Fusion","Vegetarian Friendly, Gluten Free Options",,,Sants,67,6,4,3,1,81,555
332,Angle Barcelona,d2660534,4.5,671,$$$$,True,True,1497,False,False,"Mediterranean, European, Spanish, Fusion","Vegetarian Friendly, Gluten Free Options",,,Eixample,105,23,13,6,5,152,400
333,Intrepid De Gracia,d8535475,4.5,360,$$ - $$$,True,True,448,False,False,"Bar, International, Mediterranean, European, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Gracia,41,8,3,0,4,56,251
334,Bo de Boqueria,d4133942,4.5,1261,$$ - $$$,True,True,959,True,True,"Seafood, Mediterranean, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch, Late Night","Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Accepts Credit Cards, Table Service",La Rambla,361,72,12,10,7,462,118
335,Casa Rafols,d14761374,4.5,1087,$$ - $$$,True,False,765,False,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night, Drinks","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",Eixample,296,35,12,10,8,361,425
336,La Cereria,d1051625,4.5,303,$$ - $$$,True,True,236,False,False,"Mediterranean, European, Healthy, International","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Barrio Gotico (Barri Gotic),59,25,2,4,2,92,113
337,Restaurante Seoul,d997325,4.5,430,$$ - $$$,True,True,320,False,False,"Asian, Korean","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,45,14,5,4,3,71,307
338,Mako,d11814977,4.5,314,$$ - $$$,True,False,579,True,False,"Japanese, Sushi, Asian, Fusion","Vegetarian Friendly, Gluten Free Options",,,Eixample,38,11,4,2,2,57,219
339,La Balanza,d12909228,4.5,176,$,True,False,144,False,False,"Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Sant Gervasi-La Bonanova,37,1,0,0,0,38,77
340,IAKNI,d13431693,5.0,121,$$ - $$$,True,True,54,False,False,"Lebanese, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,33,1,1,0,0,35,71
341,Pampero,d1061194,4.5,976,$$ - $$$,True,False,275,False,False,"Steakhouse, Latin, Barbecue, Argentinean, South American",Gluten Free Options,,,Eixample,138,56,11,4,3,212,552
342,Bodega Iberia,d6788331,4.5,560,$,True,True,355,False,False,"Bar, Seafood, Mediterranean, Spanish, Catalan",Vegetarian Friendly,"Lunch, Dinner, Brunch, Late Night, Drinks",,Barceloneta,105,31,4,1,6,147,102
343,Shunka,d717410,4.5,1140,$$ - $$$,False,True,964,True,False,"Japanese, Sushi, Asian, Healthy","Vegetarian Friendly, Gluten Free Options",,,Barrio Gotico (Barri Gotic),99,38,22,11,4,174,870
344,Cibulet,d19788301,5.0,106,$$ - $$$,True,True,160,True,False,"Mediterranean, Spanish, Healthy, Fusion",,"Lunch, Dinner, Drinks",,Gracia,8,1,1,0,0,10,81
345,TocaTeca,d4607254,4.5,416,$$ - $$$,True,False,261,False,False,Bar,"Vegetarian Friendly, Gluten Free Options, Vegan Options",,,Sant Andreu,37,9,1,0,0,47,331
346,Ayres del Sur,d8801500,4.5,265,$$ - $$$,True,True,142,False,True,"Argentinean, Steakhouse, Barbecue, Healthy",Gluten Free Options,,,Eixample,47,9,3,0,0,59,133
347,Mino,d6480593,4.5,970,$$ - $$$,True,True,595,False,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night",,El Raval,232,59,19,7,5,322,71
348,Veg World India,d1100395,4.5,435,$$ - $$$,True,True,184,False,True,"Indian, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner",,Gracia,158,51,13,8,4,234,161
349,Santa Gula,d2518790,4.5,980,$$ - $$$,True,True,671,False,False,"Mediterranean, European, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Gracia,203,39,9,4,4,259,564
350,Irati Taverna Basca,d717425,4.5,2012,$$ - $$$,True,True,1068,True,False,"Mediterranean, European, Spanish, Grill",Vegetarian Friendly,,,Barrio Gotico (Barri Gotic),454,203,44,13,17,731,268
351,Can Boneta,d6973561,4.5,279,$$ - $$$,True,True,200,True,False,"Mediterranean, European, Spanish, Catalan",Vegetarian Friendly,"Lunch, Dinner, Late Night",,Eixample,52,14,1,0,1,68,174
352,Miseria e Nobilta,d7158449,4.5,340,$$ - $$$,True,False,179,False,False,"Italian, Pizza, Mediterranean, European, Neapolitan, Campania, Southern-Italian","Vegetarian Friendly, Vegan Options",,,Sant Marti,31,11,2,2,0,46,193
353,Contempo Gastrobar,d3377895,4.5,505,$$ - $$$,True,False,230,False,False,"Mediterranean, European, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,79,22,8,7,2,118,269
354,Txirimiri,d997288,4.5,434,$,True,True,211,True,False,"Bar, Mediterranean, European, Spanish",Vegetarian Friendly,,,El Born / La Ribera,79,33,6,5,3,126,135
355,Quimet & Quimet,d717377,4.5,2115,$$ - $$$,True,True,1543,False,False,"Mediterranean, European, Spanish, Wine Bar, Catalan",,,,Sants-Montjuic,866,150,49,18,20,1103,472
356,Nolita,d14048957,4.5,154,$$ - $$$,True,False,211,False,False,"Cafe, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Poblenou,43,7,3,1,0,54,57
357,Sensi Tapas,d1099420,4.5,2450,$$ - $$$,True,True,1241,False,False,"Spanish, Catalan, International","Vegetarian Friendly, Vegan Options, Gluten Free Options","Dinner, Late Night, Drinks","Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",Barrio Gotico (Barri Gotic),1060,203,69,31,33,1396,106
358,B Burger,d2470800,4.5,806,$$ - $$$,True,False,325,False,False,"American, Contemporary",Vegetarian Friendly,,,Eixample,142,43,5,5,4,199,442
359,Informal,d7707960,4.5,975,$$$$,True,False,1042,True,False,"Spanish, Mediterranean, European, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Barrio Gotico (Barri Gotic),266,66,24,7,5,368,380
360,The Benedict,d4604959,4.5,1576,$$ - $$$,True,True,877,False,False,"Bar, European, International","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Barrio Gotico (Barri Gotic),586,168,35,27,29,845,346
361,Mussol Casp,d815668,4.0,1815,$$ - $$$,True,True,589,True,False,"Mediterranean, Spanish, Healthy, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,La Dreta de l'Eixample,126,66,36,16,24,268,1317
362,Little Fern,d14108028,4.5,130,$,True,True,145,False,False,"Cafe, Healthy, International, British","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Poblenou,78,8,3,2,1,92,19
363,Ramen-ya Hiro,d3845663,4.5,1230,$,False,True,961,False,False,"Japanese, Asian, Soups",Vegetarian Friendly,"Lunch, Dinner, Late Night",,Eixample,125,54,21,4,7,211,868
364,BierCaB,d4957974,4.5,758,$$ - $$$,True,True,578,False,False,"Bar, European, Spanish, Pub",Vegetarian Friendly,"Lunch, Dinner, Late Night, Drinks","Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service",Eixample,210,68,19,4,2,303,313
365,La Llimona,d5971695,4.5,345,$,True,True,302,False,False,"Mediterranean, European, Spanish, Catalan",,"Breakfast, Lunch, Dinner, Brunch, Drinks","Takeout, Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Wine and Beer, Digital Payments",Les Corts,43,17,2,1,2,65,216
366,Vinitus,d1228300,4.5,4059,$$ - $$$,True,True,3327,False,False,"Mediterranean, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,1163,257,60,24,39,1543,1103
367,El 58,d4443928,4.5,1352,$$ - $$$,True,True,689,False,False,"Mediterranean, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night","Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Wine and Beer",Poblenou,373,84,17,11,9,494,423
368,La Pimpa Pizzeria,d8616776,4.5,315,$$ - $$$,True,False,193,False,True,"Italian, Bar, Pizza, Mediterranean, European",Vegetarian Friendly,,,Les Corts,60,13,5,0,0,78,150
369,Bastaix,d1754505,4.5,731,$$ - $$$,True,True,440,False,False,"Mediterranean, European, Spanish, Wine Bar, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Born / La Ribera,253,42,12,6,8,321,127
370,Restaurant Pelai,d1441106,4.5,617,$$ - $$$,True,True,365,True,False,"Mediterranean, European, Spanish, Fusion, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Raval,67,20,15,7,5,114,394
371,Gravin,d1509048,4.5,586,$$ - $$$,True,True,240,False,False,"Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options",,,El Born / La Ribera,138,48,14,11,5,216,136
372,"PETIT BANGKOK calle vallirana,29",d776472,4.5,895,$$ - $$$,True,True,386,False,True,"Asian, Thai","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Putxet i el Farro,97,41,11,4,6,159,681
373,Restaurante Can Fuste,d997689,4.5,483,$$$$,True,True,232,True,False,"Mediterranean, European, Spanish","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Les Corts,39,6,6,4,8,63,371
374,Mayura,d1072346,4.0,1282,$$ - $$$,True,True,650,True,False,"Indian, Healthy, Balti","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,309,111,41,11,21,493,659
375,Pura Brasa Arenas,d2205075,4.0,2906,$$ - $$$,True,True,1472,False,False,"Steakhouse, Mediterranean, Barbecue, European, Spanish, Catalan, Grill","Vegetarian Friendly, Gluten Free Options","Lunch, Dinner, Brunch, Late Night","Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",Eixample,403,278,90,62,86,919,749
376,Restaurante La Palmera,d779775,4.5,384,$$ - $$$,True,False,226,False,False,"French, Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,89,34,4,1,0,128,163
377,Parodia Bar,d4438054,4.5,188,$,True,True,65,False,False,"Argentinean, Steakhouse, Latin, Gastropub, Dining bars","Vegetarian Friendly, Vegan Options",,,Eixample,36,10,2,0,0,48,98
378,My Fucking Restaurant,d12643500,4.5,900,$$ - $$$,True,True,999,False,False,"Mediterranean, European, Spanish, Catalan, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options","Dinner, Drinks","Reservations, Private Dining, Seating, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Wine and Beer",El Raval,370,45,24,6,18,463,194
379,mantura tapes asiatiques i vins,d7721173,4.5,326,$$ - $$$,True,False,134,False,False,"Chinese, Asian, Thai, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Gracia,61,7,0,1,5,74,197
380,Bar Bacaro,d2296422,4.5,579,$$ - $$$,True,True,465,True,False,"Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night",,La Rambla,80,21,5,1,2,109,238
381,Maro Azul,d19741289,4.5,130,$$ - $$$,True,True,182,True,False,"Mexican, Latin, Healthy, Central American, South American",Gluten Free Options,,,Eixample,13,2,0,1,0,16,101
382,Garage Beer Co,d7990129,4.5,385,$$ - $$$,True,False,213,False,False,"Brew Pub, Spanish, Pub, Bar",Vegetarian Friendly,,"Takeout, Reservations, Outdoor Seating, Seating, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Accepts Discover, Accepts Credit Cards, Table Service",Eixample,117,46,9,1,0,173,136
383,El Quim de la Boqueria,d1080763,4.5,1624,$$ - $$$,False,True,1629,False,False,"Seafood, Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,La Rambla,510,201,44,10,12,777,304
384,L'olivera,d8289144,4.5,508,$$ - $$$,False,False,291,False,True,"Mediterranean, Spanish, Argentinean, European, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch",,El Clot,103,21,9,0,7,140,193
385,Bar Centro Burgers & Craft Beer,d6778563,4.5,668,$$ - $$$,True,False,375,False,False,"Brew Pub, Barbecue, American",,,,Eixample,181,34,10,4,8,237,326
386,Via Veneto,d718430,4.5,632,$$$$,True,False,420,False,False,"Mediterranean, European, Spanish","Vegan Options, Gluten Free Options, Vegetarian Friendly",,,Sant Gervasi-Galvany,82,19,7,9,4,121,435
387,Ardevol,d4747444,4.5,274,$$ - $$$,False,True,189,False,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch",,Eixample,80,23,3,0,6,112,54
388,Firebug,d10484703,4.5,546,$$ - $$$,True,True,355,False,False,"Bar, International, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,243,59,16,5,9,332,133
389,Avocado,d12413457,4.5,240,$$ - $$$,True,False,241,False,False,"Latin, Fast Food, Street Food, Mexican, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Raval,68,7,4,3,2,84,107
390,Chill Bar Barcelona,d1945669,4.5,1044,$,True,True,507,False,False,"American, Bar, Mediterranean, European, Spanish, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,344,109,26,10,6,495,130
391,Restaurante Spaccanapoli Barcelona,d15275075,4.5,297,$$ - $$$,True,True,328,True,False,"Italian, Pizza, Neapolitan, Campania, Southern-Italian","Vegetarian Friendly, Vegan Options",,,El Born / La Ribera,36,8,1,4,1,50,110
392,El 9 Porro,d4324009,4.5,531,$$ - $$$,True,True,226,False,False,"Mediterranean, European, Spanish","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Poblenou,77,23,6,2,2,110,280
393,Cucina e Caffe Blau,d1937788,4.5,222,$,True,False,109,False,False,"Italian, Mediterranean, European, Neapolitan, Campania, Southern-Italian, Pizza, International","Vegetarian Friendly, Vegan Options",,,El Born / La Ribera,27,7,2,0,2,38,54
394,Buon Appetito,d1226740,4.5,905,$$ - $$$,True,True,457,True,False,"Italian, Pizza, Mediterranean, European, Neapolitan, Campania, Sicilian, Southern-Italian","Vegetarian Friendly, Vegan Options",,,El Born / La Ribera,138,63,10,5,4,220,377
395,La Taberna de Lesseps,d3563056,4.5,246,$$ - $$$,True,False,182,False,False,"Mediterranean, Grill, Steakhouse, Barbecue, European, Spanish, Catalan",Gluten Free Options,,,El Putxet i el Farro,16,6,2,0,0,24,167
396,CocoVail Beer Hall,d10744808,4.5,561,$$ - $$$,True,False,336,False,False,"American, Brew Pub, Bar, International, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,224,58,14,7,10,313,175
397,La Antigua Cabana,d5449685,4.5,612,$,True,True,293,False,False,"Seafood, Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch",,Eixample,174,53,8,4,7,246,136
398,Solomillo Restaurant,d10319217,4.5,612,$$ - $$$,True,False,298,False,False,"Steakhouse, Mediterranean, European, Spanish, Grill",Gluten Free Options,,,La Dreta de l'Eixample,91,32,8,8,3,142,396
399,Vigo Restaurant,d997342,4.5,1128,$$ - $$$,True,True,465,False,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,309,110,30,8,10,467,91
400,El Tastet de L'Artur,d5979766,4.5,437,$$ - $$$,True,False,216,False,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options",,,Eixample,107,34,6,0,4,151,105
401,Casa Jordi,d1080779,4.5,331,$$ - $$$,True,False,147,True,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night",,Sant Gervasi-Galvany,31,20,2,3,0,56,235
402,Pepito Restaurante,d5994585,4.5,1488,$$ - $$$,True,True,1054,True,False,"Steakhouse, Mediterranean, Spanish, Grill","Vegetarian Friendly, Gluten Free Options","Lunch, Dinner, Late Night","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",Eixample,225,80,27,13,5,350,824
403,Rekons,d2569434,4.5,626,$,True,False,258,False,True,"Latin, Spanish, Argentinean","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner, Brunch, Late Night",,Eixample,93,34,4,0,1,132,301
404,Abirradero,d8738631,4.5,581,$$ - $$$,True,False,314,True,False,"Bar, Mediterranean, European, Spanish, Fusion, Healthy, Gastropub, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Sants-Montjuic,112,34,7,4,3,160,282
405,Paco Meralgo,d945264,4.5,2594,$$ - $$$,True,True,1363,False,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night",,Eixample,714,200,51,16,18,999,893
406,Can Paixano (La Xampanyeria),d940427,4.5,2782,$,False,False,1114,False,False,"Bar, Mediterranean, European, Spanish, Wine Bar, Catalan",,"Lunch, Dinner, Late Night, Drinks",Serves Alcohol,Port Vell (Old Port),677,180,18,13,20,908,756
407,Bopiz,d23692765,5.0,64,,True,False,34,False,True,"Italian, Pizza, Southern-Italian",,"Lunch, Dinner",,0.1 miles from Plaza de Catalunya,16,0,0,0,0,16,9
408,La Pubilla,d3800375,4.5,700,$$ - $$$,True,True,415,False,False,"Mediterranean, European, Spanish, Catalan","Vegan Options, Gluten Free Options, Vegetarian Friendly","Breakfast, Lunch, Dinner, Brunch, Late Night","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",Gracia,152,24,8,3,7,194,393
409,Kiosko Universal,d949087,4.5,893,$$ - $$$,True,True,826,False,False,"Seafood, Spanish, Catalan","Vegetarian Friendly, Gluten Free Options",,,La Rambla,229,102,16,10,6,363,149
410,Ca L' Andreu,d1393451,4.5,337,$,True,False,236,False,False,"Contemporary, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner",,El Born / La Ribera,69,14,7,2,3,95,159
411,La Taberna de la Ronda,d1820413,4.5,483,$$ - $$$,True,True,180,False,False,"Mediterranean, Spanish, Catalan","Vegetarian Friendly, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch",,Eixample,66,16,8,3,4,97,221
412,La Vinateria del Call,d887376,4.5,917,$$ - $$$,True,True,350,False,False,"Mediterranean, European, Spanish, Wine Bar, Catalan",Vegetarian Friendly,,,Barrio Gotico (Barri Gotic),188,94,25,4,3,314,141
413,Restaurante Sesamo,d997328,4.5,937,$$ - $$$,True,True,326,True,False,"Mediterranean, European, Spanish","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Raval,508,106,35,13,16,678,114
414,La Cova Fumada,d943811,4.5,1437,$,False,False,1122,False,False,"Seafood, Mediterranean, Spanish, Catalan",,"Lunch, Dinner","Seating, Serves Alcohol, Full Bar, Table Service",Barceloneta,350,59,12,2,5,428,605
415,Koku Kitchen Ramen,d6405312,4.5,840,$$ - $$$,True,True,593,False,True,"Japanese, Asian, Healthy, Soups","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Barrio Gotico (Barri Gotic),209,57,14,4,4,288,438
416,Gorria,d697586,4.5,581,$$$$,False,True,335,True,False,"Mediterranean, European, Spanish",Gluten Free Options,"Lunch, Dinner, Late Night",,Eixample,66,30,7,4,1,108,408
417,Villa Caprice,d14903049,4.5,446,$$ - $$$,True,True,306,True,False,"Italian, Mediterranean, European, Spanish","Vegetarian Friendly, Gluten Free Options","Lunch, Dinner",,Eixample,86,19,3,3,13,124,167
418,Granja Primavera,d697415,4.5,166,$,True,False,125,False,False,"Cafe, Mediterranean, European, Spanish","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,49,11,2,0,0,62,50
419,Pasa Tapas,d2170752,4.5,569,$$ - $$$,True,True,389,False,False,"Mediterranean, Spanish, Gastropub, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Barceloneta,61,21,7,4,12,105,330
420,La Real Hamburgueseria,d12443002,4.5,261,$$ - $$$,True,True,273,False,False,American,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,33,8,1,0,0,42,184
421,9 Reinas Barcelona,d2023368,4.5,1566,$$$$,True,True,969,False,False,"Steakhouse, Argentinean, International, Grill",Gluten Free Options,,,Eixample,367,99,25,8,6,505,728
422,Bardeni,d6206406,4.5,505,$$ - $$$,True,True,548,False,False,"Mediterranean, European, Spanish",Gluten Free Options,,,Eixample,66,9,2,0,4,81,369
423,Igueldo,d2062741,4.5,707,$$$$,True,False,213,False,False,"Spanish, Grill","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night",,Eixample,153,42,10,7,1,213,399
424,Petra,d1081737,4.5,715,$$ - $$$,True,True,363,False,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night",,El Born / La Ribera,161,57,12,5,3,238,268
425,Pasta Madre - Tallers,d10250974,4.5,424,$,True,True,172,False,False,"Italian, Pizza, European, Romana, Lazio, Central-Italian, Street Food","Vegetarian Friendly, Vegan Options","Lunch, Dinner, Late Night, Drinks",,La Rambla,80,22,6,3,6,117,110
426,Speakeasy,d997960,4.5,521,$$$$,True,True,336,True,False,"Mediterranean, Spanish, European, Fusion",Vegetarian Friendly,"Lunch, Dinner, Drinks",,Eixample,171,60,14,7,2,254,164
427,Tempura-Ya,d801641,4.5,376,$$ - $$$,False,False,141,False,False,"Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,33,15,1,1,1,51,303
428,Centric,d3912338,4.5,444,$$ - $$$,True,False,217,False,False,Spanish,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks","Seating, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Reservations",El Raval,135,39,5,6,2,187,93
429,Betlem Miscel.lania Gastronomica,d2492461,4.5,781,$$ - $$$,True,True,379,True,False,"Mediterranean, European, Spanish","Vegan Options, Vegetarian Friendly, Gluten Free Options","Lunch, Dinner","Accepts Mastercard, Accepts Visa, Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",Eixample,246,92,11,6,7,362,185
430,El Clot Restaurante Barcelona,d10124872,4.5,1090,$$ - $$$,True,True,715,True,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Clot,224,89,25,9,8,355,254
431,El Vaso de Oro,d697568,4.5,1436,$$ - $$$,False,True,553,False,False,"Bar, Mediterranean, European, Spanish, Catalan",,"Lunch, Dinner, Late Night, Drinks",,Barceloneta,283,99,13,6,6,407,607
432,Nomm,d11906510,4.5,342,$$ - $$$,True,False,441,False,False,"Chinese, Asian, Thai, Korean, Vietnamese, Indonesian","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,165,10,7,4,0,186,121
433,La Cuina de Laietana,d12287294,4.5,553,$$ - $$$,True,True,402,True,False,"Mediterranean, European, Spanish, Healthy, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Barrio Gotico (Barri Gotic),115,43,17,9,6,190,144
434,Little Bacoa,d1821509,4.5,665,$,True,False,205,False,False,"American, International",Vegan Options,,,El Born / La Ribera,135,49,10,6,3,203,298
435,Restaurante La Taverna del Coure,d798485,4.5,166,$$ - $$$,True,False,84,True,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Born / La Ribera,40,1,0,1,2,44,83
436,Can Fisher,d12494116,4.5,1843,$$ - $$$,True,True,943,False,False,"Seafood, Spanish, Mediterranean, European, Healthy, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Poblenou,324,60,29,23,25,461,999
437,Mirabe,d997434,4.5,1208,$$$$,True,True,994,False,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night, Drinks",,Sant Gervasi-La Bonanova,197,68,15,10,12,302,659
438,En Ville,d1830611,4.5,807,$$ - $$$,True,True,379,False,False,"Mediterranean, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Raval,192,75,17,6,7,297,285
439,Can Cortada,d697460,4.5,1561,$$ - $$$,True,True,878,False,False,"Steakhouse, Mediterranean, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Horta-Guinardo,78,44,13,5,8,148,1314
440,El Nido Restaurant - H1898,d2000909,4.5,329,$$$$,True,False,181,False,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Gluten Free Options",,,La Rambla,105,36,8,4,6,159,80
441,Restaurante Leku,d10292912,4.5,350,$$ - $$$,False,False,212,False,False,"Mediterranean, European, Spanish, Contemporary","Vegan Options, Gluten Free Options, Vegetarian Friendly","Lunch, Dinner",,Les Corts,30,7,0,2,1,40,286
442,Moments,d1797221,4.5,727,$$$$,True,False,1096,True,False,"European, Spanish, Catalan","Vegetarian Friendly, Gluten Free Options","Lunch, Dinner, Late Night",,Eixample,218,49,20,20,11,318,226
443,La Colosal,d14112831,4.5,626,$$ - $$$,True,True,302,False,False,"Mediterranean, European, Spanish, Healthy, Catalan, International","Vegetarian Friendly, Vegan Options",,,Eixample,155,23,6,16,7,207,286
444,Tapas 2254,d7319516,4.5,1237,$$ - $$$,True,True,1409,False,True,Catalan,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Late Night, Drinks, Lunch, Dinner","Outdoor Seating, Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Gift Cards Available, Reservations, Accepts Credit Cards, Table Service",Eixample,381,83,28,11,14,517,333
